room,trial,A,B,C
room986,2,jinro,yogen,murabito
room986,3,jinro,yogen,murabito
room986,4,jinro,yogen,murabito
room987,0,murabito,murabito,murabito
room987,1,murabito,murabito,murabito
room987,2,jinro,murabito,murabito
room987,3,jinro,murabito,yogen
room987,4,murabito,yogen,jinro
room988,0,murabito,murabito,murabito
room988,1,murabito,jinro,murabito
room988,2,murabito,murabito,jinro
room988,3,murabito,jinro,yogen
room988,4,murabito,murabito,murabito
room989,0,murabito,jinro,murabito
room989,1,murabito,yogen,murabito
room989,2,jinro,murabito,murabito
room989,3,yogen,murabito,murabito
room989,4,murabito,murabito,jinro
room990,0,murabito,murabito,murabito
room990,1,murabito,jinro,yogen
room990,2,yogen,murabito,murabito
room990,3,murabito,jinro,murabito
room990,4,murabito,yogen,murabito
room991,0,yogen,murabito,murabito
room991,1,murabito,murabito,jinro
room991,2,murabito,jinro,yogen
room991,3,murabito,jinro,yogen
room991,4,murabito,murabito,murabito
room992,0,yogen,murabito,jinro
room992,1,murabito,yogen,murabito
room992,2,murabito,murabito,yogen
room992,3,murabito,jinro,murabito
room992,4,murabito,murabito,murabito
room993,0,murabito,murabito,yogen
room993,1,yogen,murabito,murabito
room993,2,murabito,murabito,yogen
room993,3,murabito,murabito,jinro
room993,4,murabito,murabito,murabito
room994,0,murabito,murabito,murabito
room994,1,murabito,jinro,murabito
room994,2,murabito,murabito,jinro
room994,3,jinro,yogen,murabito
room994,4,murabito,yogen,murabito
room995,0,jinro,murabito,yogen
room995,1,murabito,jinro,yogen
room995,2,jinro,murabito,murabito
room995,3,murabito,murabito,jinro
room995,4,murabito,jinro,murabito
room996,0,murabito,murabito,murabito
room996,1,jinro,murabito,murabito
room996,2,jinro,murabito,murabito
room996,3,murabito,murabito,murabito
room996,4,murabito,jinro,murabito
room997,0,yogen,murabito,jinro
room997,1,murabito,murabito,jinro
room997,2,jinro,murabito,murabito
room997,3,murabito,yogen,jinro
room997,4,murabito,murabito,jinro
room998,0,murabito,murabito,murabito
room998,1,murabito,jinro,yogen
room998,2,murabito,murabito,murabito
room998,3,jinro,murabito,murabito
room998,4,murabito,jinro,murabito
room999,0,yogen,murabito,murabito
room999,1,murabito,yogen,murabito
room999,2,yogen,murabito,jinro
room999,3,yogen,jinro,murabito
room999,4,murabito,murabito,murabito
